TIME,GEO,UNIT,COICOP,Value,Flag and Footnotes
2009/12,United Kingdom,Annual rate of change,All-items HICP,2.9,
2009/12,North Macedonia,Annual rate of change,All-items HICP,-1.1,d
2009/12,Serbia,Annual rate of change,All-items HICP,6.9,d
2009/12,Turkey,Annual rate of change,All-items HICP,6.5,d
2009/12,United States,Annual rate of change,All-items HICP,3.9,d
2010/01,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",Annual rate of change,All-items HICP,1.7,
2010/01,European Union - 27 countries (from 2020),Annual rate of change,All-items HICP,1.3,
2010/01,European Union - 28 countries (2013-2020),Annual rate of change,All-items HICP,1.7,
2010/01,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Annual rate of change,All-items HICP,0.9,
2010/01,Euro area - 19 countries  (from 2015),Annual rate of change,All-items HICP,0.9,
2010/01,Euro area - 18 countries (2014),Annual rate of change,All-items HICP,0.9,
2010/01,Belgium,Annual rate of change,All-items HICP,0.8,
2010/01,Bulgaria,Annual rate of change,All-items HICP,1.8,
2010/01,Czechia,Annual rate of change,All-items HICP,0.2,
2010/01,Denmark,Annual rate of change,All-items HICP,1.9,
2010/01,Germany (until 1990 former territory of the FRG),Annual rate of change,All-items HICP,0.7,
2010/01,Estonia,Annual rate of change,All-items HICP,-1,
2010/01,Ireland,Annual rate of change,All-items HICP,-2.5,
2010/01,Greece,Annual rate of change,All-items HICP,2.3,
2010/01,Spain,Annual rate of change,All-items HICP,0.7,
2010/01,France,Annual rate of change,All-items HICP,1.2,
2010/01,Croatia,Annual rate of change,All-items HICP,1.3,
2010/01,Italy,Annual rate of change,All-items HICP,1.3,
2010/01,Cyprus,Annual rate of change,All-items HICP,2.4,
2010/01,Latvia,Annual rate of change,All-items HICP,-3.3,
2010/01,Lithuania,Annual rate of change,All-items HICP,-0.3,
2010/01,Luxembourg,Annual rate of change,All-items HICP,3,
2010/01,Hungary,Annual rate of change,All-items HICP,6.2,
2010/01,Malta,Annual rate of change,All-items HICP,1.3,
2010/01,Netherlands,Annual rate of change,All-items HICP,0.4,
2010/01,Austria,Annual rate of change,All-items HICP,1.2,
2010/01,Poland,Annual rate of change,All-items HICP,4,
2010/01,Portugal,Annual rate of change,All-items HICP,0.1,
2010/01,Romania,Annual rate of change,All-items HICP,5.2,
2010/01,Slovenia,Annual rate of change,All-items HICP,1.8,
2010/01,Slovakia,Annual rate of change,All-items HICP,-0.2,
2010/01,Finland,Annual rate of change,All-items HICP,1.6,
2010/01,Sweden,Annual rate of change,All-items HICP,2.7,
2010/01,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",Annual rate of change,All-items HICP,1.7,
2010/01,Iceland,Annual rate of change,All-items HICP,10.6,
2010/01,Norway,Annual rate of change,All-items HICP,2.8,
2010/01,Switzerland,Annual rate of change,All-items HICP,0.9,
2010/01,United Kingdom,Annual rate of change,All-items HICP,3.5,
2010/01,North Macedonia,Annual rate of change,All-items HICP,-0.5,d
2010/01,Serbia,Annual rate of change,All-items HICP,5,d
2010/01,Turkey,Annual rate of change,All-items HICP,8.2,d
2010/01,United States,Annual rate of change,All-items HICP,4,d
2010/02,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",Annual rate of change,All-items HICP,1.5,
2010/02,European Union - 27 countries (from 2020),Annual rate of change,All-items HICP,1.2,
2010/02,European Union - 28 countries (2013-2020),Annual rate of change,All-items HICP,1.5,
2010/02,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Annual rate of change,All-items HICP,0.8,
2010/02,Euro area - 19 countries  (from 2015),Annual rate of change,All-items HICP,0.8,
2010/02,Euro area - 18 countries (2014),Annual rate of change,All-items HICP,0.8,
2010/02,Belgium,Annual rate of change,All-items HICP,0.8,
2010/02,Bulgaria,Annual rate of change,All-items HICP,1.7,
2010/02,Czechia,Annual rate of change,All-items HICP,0.3,
2010/02,Denmark,Annual rate of change,All-items HICP,1.9,
2010/02,Germany (until 1990 former territory of the FRG),Annual rate of change,All-items HICP,0.4,
2010/02,Estonia,Annual rate of change,All-items HICP,-0.3,
2010/02,Ireland,Annual rate of change,All-items HICP,-2.4,
2010/02,Greece,Annual rate of change,All-items HICP,2.9,
2010/02,Spain,Annual rate of change,All-items HICP,0.4,
2010/02,France,Annual rate of change,All-items HICP,1.4,
2010/02,Croatia,Annual rate of change,All-items HICP,0.9,
2010/02,Italy,Annual rate of change,All-items HICP,1,
2010/02,Cyprus,Annual rate of change,All-items HICP,2.8,
2010/02,Latvia,Annual rate of change,All-items HICP,-4.3,
2010/02,Lithuania,Annual rate of change,All-items HICP,-0.6,
2010/02,Luxembourg,Annual rate of change,All-items HICP,2.3,
2010/02,Hungary,Annual rate of change,All-items HICP,5.6,
2010/02,Malta,Annual rate of change,All-items HICP,0.8,
2010/02,Netherlands,Annual rate of change,All-items HICP,0.4,
2010/02,Austria,Annual rate of change,All-items HICP,0.9,
2010/02,Poland,Annual rate of change,All-items HICP,3.4,
2010/02,Portugal,Annual rate of change,All-items HICP,0.2,
2010/02,Romania,Annual rate of change,All-items HICP,4.5,
2010/02,Slovenia,Annual rate of change,All-items HICP,1.5,
2010/02,Slovakia,Annual rate of change,All-items HICP,-0.2,
2010/02,Finland,Annual rate of change,All-items HICP,1.3,
2010/02,Sweden,Annual rate of change,All-items HICP,2.8,
2010/02,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",Annual rate of change,All-items HICP,1.5,
2010/02,Iceland,Annual rate of change,All-items HICP,10.7,
2010/02,Norway,Annual rate of change,All-items HICP,3.1,
2010/02,Switzerland,Annual rate of change,All-items HICP,0.9,
2010/02,United Kingdom,Annual rate of change,All-items HICP,3,
2010/02,North Macedonia,Annual rate of change,All-items HICP,0.1,d
2010/02,Serbia,Annual rate of change,All-items HICP,4,d
2010/02,Turkey,Annual rate of change,All-items HICP,10.1,d
2010/02,United States,Annual rate of change,All-items HICP,3.4,d
2010/03,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",Annual rate of change,All-items HICP,2,
2010/03,European Union - 27 countries (from 2020),Annual rate of change,All-items HICP,1.8,
2010/03,European Union - 28 countries (2013-2020),Annual rate of change,All-items HICP,2,
2010/03,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Annual rate of change,All-items HICP,1.6,
2010/03,Euro area - 19 countries  (from 2015),Annual rate of change,All-items HICP,1.6,
2010/03,Euro area - 18 countries (2014),Annual rate of change,All-items HICP,1.6,
2010/03,Belgium,Annual rate of change,All-items HICP,1.9,
2010/03,Bulgaria,Annual rate of change,All-items HICP,2.4,
2010/03,Czechia,Annual rate of change,All-items HICP,0.3,
2010/03,Denmark,Annual rate of change,All-items HICP,2.1,
2010/03,Germany (until 1990 former territory of the FRG),Annual rate of change,All-items HICP,1.2,
2010/03,Estonia,Annual rate of change,All-items HICP,1.4,
2010/03,Ireland,Annual rate of change,All-items HICP,-2.4,
2010/03,Greece,Annual rate of change,All-items HICP,3.9,
2010/03,Spain,Annual rate of change,All-items HICP,2.7,
2010/03,France,Annual rate of change,All-items HICP,1.7,
2010/03,Croatia,Annual rate of change,All-items HICP,1.1,
2010/03,Italy,Annual rate of change,All-items HICP,1.4,
2010/03,Cyprus,Annual rate of change,All-items HICP,2.3,
2010/03,Latvia,Annual rate of change,All-items HICP,-4,
2010/03,Lithuania,Annual rate of change,All-items HICP,-0.4,
2010/03,Luxembourg,Annual rate of change,All-items HICP,3.2,
2010/03,Hungary,Annual rate of change,All-items HICP,5.8,
2010/03,Malta,Annual rate of change,All-items HICP,0.6,
2010/03,Netherlands,Annual rate of change,All-items HICP,0.7,
2010/03,Austria,Annual rate of change,All-items HICP,1.8,
2010/03,Poland,Annual rate of change,All-items HICP,2.8,
2010/03,Portugal,Annual rate of change,All-items HICP,0.6,
2010/03,Romania,Annual rate of change,All-items HICP,4.2,
2010/03,Slovenia,Annual rate of change,All-items HICP,1.7,
2010/03,Slovakia,Annual rate of change,All-items HICP,0.3,
2010/03,Finland,Annual rate of change,All-items HICP,1.5,
2010/03,Sweden,Annual rate of change,All-items HICP,2.5,
2010/03,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",Annual rate of change,All-items HICP,2.1,
2010/03,Iceland,Annual rate of change,All-items HICP,11.6,
2010/03,Norway,Annual rate of change,All-items HICP,3.7,
2010/03,Switzerland,Annual rate of change,All-items HICP,1.4,
2010/03,United Kingdom,Annual rate of change,All-items HICP,3.4,
2010/03,North Macedonia,Annual rate of change,All-items HICP,0.3,d
2010/03,Serbia,Annual rate of change,All-items HICP,4.9,d
2010/03,Turkey,Annual rate of change,All-items HICP,9.6,d
2010/03,United States,Annual rate of change,All-items HICP,3.7,d
2010/04,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",Annual rate of change,All-items HICP,2.1,
2010/04,European Union - 27 countries (from 2020),Annual rate of change,All-items HICP,1.8,
2010/04,European Union - 28 countries (2013-2020),Annual rate of change,All-items HICP,2.1,
2010/04,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Annual rate of change,All-items HICP,1.6,
2010/04,Euro area - 19 countries  (from 2015),Annual rate of change,All-items HICP,1.6,
2010/04,Euro area - 18 countries (2014),Annual rate of change,All-items HICP,1.6,
2010/04,Belgium,Annual rate of change,All-items HICP,2,
2010/04,Bulgaria,Annual rate of change,All-items HICP,3,
2010/04,Czechia,Annual rate of change,All-items HICP,0.9,
2010/04,Denmark,Annual rate of change,All-items HICP,2.4,
2010/04,Germany (until 1990 former territory of the FRG),Annual rate of change,All-items HICP,1,
2010/04,Estonia,Annual rate of change,All-items HICP,2.5,
2010/04,Ireland,Annual rate of change,All-items HICP,-2.4,
2010/04,Greece,Annual rate of change,All-items HICP,4.8,
2010/04,Spain,Annual rate of change,All-items HICP,2.4,
2010/04,France,Annual rate of change,All-items HICP,1.9,
2010/04,Croatia,Annual rate of change,All-items HICP,0.8,
2010/04,Italy,Annual rate of change,All-items HICP,1.8,
2010/04,Cyprus,Annual rate of change,All-items HICP,2.5,
2010/04,Latvia,Annual rate of change,All-items HICP,-2.8,
2010/04,Lithuania,Annual rate of change,All-items HICP,0.2,
2010/04,Luxembourg,Annual rate of change,All-items HICP,3.1,
2010/04,Hungary,Annual rate of change,All-items HICP,5.7,
2010/04,Malta,Annual rate of change,All-items HICP,0.8,
2010/04,Netherlands,Annual rate of change,All-items HICP,0.7,
2010/04,Austria,Annual rate of change,All-items HICP,1.8,
2010/04,Poland,Annual rate of change,All-items HICP,2.6,
2010/04,Portugal,Annual rate of change,All-items HICP,0.7,
2010/04,Romania,Annual rate of change,All-items HICP,4.3,
2010/04,Slovenia,Annual rate of change,All-items HICP,2.6,
2010/04,Slovakia,Annual rate of change,All-items HICP,0.7,
2010/04,Finland,Annual rate of change,All-items HICP,1.6,
2010/04,Sweden,Annual rate of change,All-items HICP,2.1,
2010/04,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",Annual rate of change,All-items HICP,2.1,
2010/04,Iceland,Annual rate of change,All-items HICP,11.1,
2010/04,Norway,Annual rate of change,All-items HICP,3.3,
2010/04,Switzerland,Annual rate of change,All-items HICP,1.3,
2010/04,United Kingdom,Annual rate of change,All-items HICP,3.7,
2010/04,North Macedonia,Annual rate of change,All-items HICP,1.2,d
2010/04,Serbia,Annual rate of change,All-items HICP,4.6,d
2010/04,Turkey,Annual rate of change,All-items HICP,10.2,d
2010/04,United States,Annual rate of change,All-items HICP,3.6,d
2010/05,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",Annual rate of change,All-items HICP,2.1,
2010/05,European Union - 27 countries (from 2020),Annual rate of change,All-items HICP,1.8,
2010/05,European Union - 28 countries (2013-2020),Annual rate of change,All-items HICP,2.1,
2010/05,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Annual rate of change,All-items HICP,1.7,
2010/05,Euro area - 19 countries  (from 2015),Annual rate of change,All-items HICP,1.7,
2010/05,Euro area - 18 countries (2014),Annual rate of change,All-items HICP,1.7,
2010/05,Belgium,Annual rate of change,All-items HICP,2.5,
2010/05,Bulgaria,Annual rate of change,All-items HICP,3,
2010/05,Czechia,Annual rate of change,All-items HICP,1,
2010/05,Denmark,Annual rate of change,All-items HICP,2.1,
2010/05,Germany (until 1990 former territory of the FRG),Annual rate of change,All-items HICP,1.2,
2010/05,Estonia,Annual rate of change,All-items HICP,2.8,
2010/05,Ireland,Annual rate of change,All-items HICP,-1.9,
2010/05,Greece,Annual rate of change,All-items HICP,5.3,
2010/05,Spain,Annual rate of change,All-items HICP,2.5,
2010/05,France,Annual rate of change,All-items HICP,1.9,
2010/05,Croatia,Annual rate of change,All-items HICP,0.9,
2010/05,Italy,Annual rate of change,All-items HICP,1.5,
2010/05,Cyprus,Annual rate of change,All-items HICP,1.8,
2010/05,Latvia,Annual rate of change,All-items HICP,-2.4,
2010/05,Lithuania,Annual rate of change,All-items HICP,0.5,
2010/05,Luxembourg,Annual rate of change,All-items HICP,3.1,
2010/05,Hungary,Annual rate of change,All-items HICP,4.9,
2010/05,Malta,Annual rate of change,All-items HICP,1.8,
2010/05,Netherlands,Annual rate of change,All-items HICP,0.4,
2010/05,Austria,Annual rate of change,All-items HICP,1.7,
2010/05,Poland,Annual rate of change,All-items HICP,2.3,
2010/05,Portugal,Annual rate of change,All-items HICP,1.1,
2010/05,Romania,Annual rate of change,All-items HICP,4.4,
2010/05,Slovenia,Annual rate of change,All-items HICP,2.4,
2010/05,Slovakia,Annual rate of change,All-items HICP,0.7,
2010/05,Finland,Annual rate of change,All-items HICP,1.4,
2010/05,Sweden,Annual rate of change,All-items HICP,1.8,
2010/05,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",Annual rate of change,All-items HICP,2.1,
2010/05,Iceland,Annual rate of change,All-items HICP,9.9,
2010/05,Norway,Annual rate of change,All-items HICP,2.5,
2010/05,Switzerland,Annual rate of change,All-items HICP,1,
2010/05,United Kingdom,Annual rate of change,All-items HICP,3.4,
2010/05,North Macedonia,Annual rate of change,All-items HICP,-0.7,d
2010/05,Serbia,Annual rate of change,All-items HICP,4.4,d
2010/05,Turkey,Annual rate of change,All-items HICP,9.1,d
2010/05,United States,Annual rate of change,All-items HICP,3.2,d
2010/06,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",Annual rate of change,All-items HICP,1.9,
2010/06,European Union - 27 countries (from 2020),Annual rate of change,All-items HICP,1.6,
2010/06,European Union - 28 countries (2013-2020),Annual rate of change,All-items HICP,1.9,
2010/06,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Annual rate of change,All-items HICP,1.5,
2010/06,Euro area - 19 countries  (from 2015),Annual rate of change,All-items HICP,1.5,
2010/06,Euro area - 18 countries (2014),Annual rate of change,All-items HICP,1.5,
2010/06,Belgium,Annual rate of change,All-items HICP,2.7,
2010/06,Bulgaria,Annual rate of change,All-items HICP,2.5,
2010/06,Czechia,Annual rate of change,All-items HICP,0.9,
2010/06,Denmark,Annual rate of change,All-items HICP,1.6,
2010/06,Germany (until 1990 former territory of the FRG),Annual rate of change,All-items HICP,0.9,
2010/06,Estonia,Annual rate of change,All-items HICP,3.4,
2010/06,Ireland,Annual rate of change,All-items HICP,-2,
2010/06,Greece,Annual rate of change,All-items HICP,5.2,
2010/06,Spain,Annual rate of change,All-items HICP,2.1,
2010/06,France,Annual rate of change,All-items HICP,1.7,
2010/06,Croatia,Annual rate of change,All-items HICP,0.6,
2010/06,Italy,Annual rate of change,All-items HICP,1.4,
2010/06,Cyprus,Annual rate of change,All-items HICP,2.1,
2010/06,Latvia,Annual rate of change,All-items HICP,-1.6,
2010/06,Lithuania,Annual rate of change,All-items HICP,0.9,
2010/06,Luxembourg,Annual rate of change,All-items HICP,2.3,
2010/06,Hungary,Annual rate of change,All-items HICP,5,
2010/06,Malta,Annual rate of change,All-items HICP,1.8,
2010/06,Netherlands,Annual rate of change,All-items HICP,0.2,
2010/06,Austria,Annual rate of change,All-items HICP,1.8,
2010/06,Poland,Annual rate of change,All-items HICP,2.3,
2010/06,Portugal,Annual rate of change,All-items HICP,1.1,
2010/06,Romania,Annual rate of change,All-items HICP,4.3,
2010/06,Slovenia,Annual rate of change,All-items HICP,2.1,
2010/06,Slovakia,Annual rate of change,All-items HICP,0.7,
2010/06,Finland,Annual rate of change,All-items HICP,1.3,
2010/06,Sweden,Annual rate of change,All-items HICP,1.6,
2010/06,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",Annual rate of change,All-items HICP,1.9,
2010/06,Iceland,Annual rate of change,All-items HICP,7.6,
2010/06,Norway,Annual rate of change,All-items HICP,1.8,
2010/06,Switzerland,Annual rate of change,All-items HICP,0.5,
2010/06,United Kingdom,Annual rate of change,All-items HICP,3.2,
2010/06,North Macedonia,Annual rate of change,All-items HICP,1.2,d
2010/06,Serbia,Annual rate of change,All-items HICP,4.1,d
2010/06,Turkey,Annual rate of change,All-items HICP,8.4,d
2010/06,United States,Annual rate of change,All-items HICP,1.9,d
2010/07,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",Annual rate of change,All-items HICP,2.1,
